title,Translated content,size_table
"Invincible Naisten Strech Tunika","Premierin uusi Onna-sarja tarjoaa monipuolisen tekstiilimalliston kauneuden- ja terveydenhoito alalle. 
Kangas on neljään suuntaan joustavaa kierrätysmateriaalia, hengittävää, kevyttä ja helppohoitoista.

• 42 % polyesteriä, 33 % kierrätettyä polyesteria, 19 % viskoosia, 6 % elastaania
• 210 g/m²
• V-kaula-aukko
• Etutaskut
• Sivuhalkiot
• Pesu 60°C 

Koot: XS - 5XL
(4XL ja 5XL väreissä Action navy, Black ja Ceil blue","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>49</td>
<td>68</td>
</tr>
<tr>
<td>S</td>
<td>50,5</td>
<td>69</td>
</tr>
<tr>
<td>M</td>
<td>53</td>
<td>70</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>71</td>
</tr>
<tr>
<td>XL</td>
<td>59</td>
<td>72</td>
</tr>
<tr>
<td>XXL</td>
<td>62</td>
<td>73</td>
</tr>
<tr>
<td>3XL</td>
<td>65</td>
<td>74</td>
</tr>
<tr>
<td>4XL</td>
<td>72</td>
<td>77</td>
</tr>
<tr>
<td>5XL</td>
<td>75</td>
<td>79</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>"
"Unstoppable Naisten Base Layer","Kaiken perustana on aluspaita, joka on suunniteltu tuntumaan toiselta iholta. Paita pitää olon talvella lämpimänä ja mukavana ja kesällä viileänä ja kuivana.
Viimeistely piparminttu-uutteella antaa luonnollisen hajua poistavan lopputuloksen ilman mintun tuoksua.

• 50 % kierrätettyä nailonia, 50 % nailonia
• 170 g/m²
• Raglan hihat
• Saumaton malli
• Luonnollisesti hajua poistava materiaali
• Valmistusmaa Kiina
• Tullikoodi: 6109909000

Koot: XS - XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
</tr>
<tr>
<td>XS</td>
<td>36</td>
</tr>
<tr>
<td>S</td>
<td>39</td>
</tr>
<tr>
<td>M</td>
<td>42</td>
</tr>
<tr>
<td>L</td>
<td>45</td>
</tr>
<tr>
<td>XL</td>
<td>48</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Relentless Miesten Stretch Cargo Housut","Premierin uusi Onna-sarja tarjoaa monipuolisen tekstiilimalliston kauneuden- ja terveydenhoito alalle.
Kangas on neljään suuntaan joustavaa kierrätysmateriaalia, hengittävää, kevyttä ja helppohoitoista.

• 42 % polyesteriä, 33 % kierrätettyä polyesteria, 19 % viskoosia, 6 % elastaania
• 210 g/m²
• Joustavassa vyötärössä säätönyöri
• Monta kätevää taskua
• Suorat lahkeet
• Pesu 60°C
• Valmistusmaa Myanmar
• Tullikoodi 6203431100

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys*</td>
<td>Pituus</td>
</tr>
<tr>
<td>S</td>
<td>40</td>
<td>75</td>
</tr>
<tr>
<td>M</td>
<td>43</td>
<td>75</td>
</tr>
<tr>
<td>L</td>
<td>46</td>
<td>75</td>
</tr>
<tr>
<td>XL</td>
<td>49</td>
<td>75</td>
</tr>
<tr>
<td>XXL</td>
<td>52</td>
<td>75</td>
</tr>
<tr>
<td>3XL</td>
<td>55</td>
<td>75</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen vyötärönauhan reunasta reunaan</p>
<p></p>"
"Relentless Naisten Stretch Cargo Housut","Premierin uusi Onna-sarja tarjoaa monipuolisen tekstiilimalliston kauneuden- ja terveydenhoito alalle. 
Kangas on neljään suuntaan joustavaa kierrätysmateriaalia, hengittävää, kevyttä ja helppohoitoista.

• 42 % polyesteriä, 33 % kierrätettyä polyesteria, 19 % viskoosia, 6 % elastaania
• 210 g/m²
• Osittain joustavassa vyötärössä säätönyöri
• Monta kätevää taskua
• Lahkeensuissa halkiot
• Pesu 60°C
• Valmistusmaa Myanmar
• Tullikoodi 6204631100

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys*</td>
<td>Pituus 1**</td>
</tr>
<tr>
<td>S</td>
<td>37</td>
<td>74</td>
</tr>
<tr>
<td>M</td>
<td>39,5</td>
<td>74</td>
</tr>
<tr>
<td>L</td>
<td>42</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>47</td>
<td>74</td>
</tr>
<tr>
<td>XXL</td>
<td>49,5</td>
<td>74</td>
</tr>
<tr>
<td>3XL</td>
<td>52</td>
<td>74</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen vyötärönauhan reunasta reunaan</p>
<p>** Tuotteen haarasaumasta lahkeenkäänteeseen</p>"
"Energized Naisten Stretch Jogger Housut","Premierin uusi Onna-sarja tarjoaa monipuolisen tekstiilimalliston kauneuden- ja terveydenhoito alalle. 
Kangas on neljään suuntaan joustavaa kierrätysmateriaalia, hengittävää, kevyttä ja helppohoitoista.

• 42 % polyesteriä, 33 % kierrätettyä polyesteria, 19 % viskoosia, 6 % elastaania
• 210 g/m²
• Joustavassa vyötärössä säätönyöri
• Monta kätevää taskua
• Lahkeensuissa resorit
• Pesu 60°C
• Valmistusmaa Myanmar
• Tullikoodi 6204631100

Koot: XS - 5XL
(4XL ja 5XL väreissä Action navy, Black ja Ceil blue","<table>
<tr>
<td>Koko</td>
<td>Leveys*</td>
<td>Pituus 1**</td>
</tr>
<tr>
<td>S</td>
<td>33,5</td>
<td>72,5</td>
</tr>
<tr>
<td>M</td>
<td>36</td>
<td>72,5</td>
</tr>
<tr>
<td>L</td>
<td>38,5</td>
<td>72,5</td>
</tr>
<tr>
<td>XL</td>
<td>41</td>
<td>72,5</td>
</tr>
<tr>
<td>XXL</td>
<td>43,5</td>
<td>72,5</td>
</tr>
<tr>
<td>3XL</td>
<td>46</td>
<td>72,5</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Tuotteen vyötärönauhan reunasta reunaan</p>
<p>** Tuotteen haarasaumasta lahkeenkäänteeseen</p>"
"Omnioutil äMpäRi 10 Litraa","Japanilaisen Miyoko suunnittelijan palkittu monikäyttöinen designtuote. 

Kaunis tuote kotiin, mökille, veneeseen, puutarhaan tai lahjaksi. Vaikka tuote on itsessään jo hieno lahja voidaan sitä käyttää myös lahjapakkauksena. 

• Kansainvälisesti palkittu tuote: ""Long Life Design Award"" (vuonna 2010) ja ""Good Design"" (ensimmäisenä vuotenaan 1994)
• Koko 10 litraa
• Materiaali hyväksytty elintarvikkeiden säilytykseen
• Myrkytön, ei ftalaatteja
• Kestää -20 °C
• Voi pestä + 120 °C
• Toimii myös jakkarana, kestää 150 kg painon
• Kaikenlaiseen säilytykseen
• Kätevä reikä puutarhaletkulle
• Omnioutil tarkoittaa japaniksi asiaa joka on hyödyllinen kaikkeen
• Omnioutil ämpäreitä on valmistettu vuodesta 1994 lähtien",""
"Omnioutil äMpäRi 4 Litraa","Japanilaisen Miyoko suunnittelijan palkittu monikäyttöinen designtuote. 

Kaunis tuote kotiin, mökille, veneeseen, puutarhaan tai lahjaksi. Vaikka tuote on itsessään jo hieno lahja voidaan sitä käyttää myös lahjapakkauksena. 

• Kansainvälisesti palkittu tuote: ""Long Life Design Award"" (vuonna 2010) ja ""Good Design"" (ensimmäisenä vuotenaan 1994)
• Koko 4 litraa
• Materiaali hyväksytty elintarvikkeiden säilytykseen
• Myrkytön, ei ftalaatteja
• Kestää -20 °C
• Voi pestä + 120 °C
• Toimii myös jakkarana, kestää 150 kg painon
• Kaikenlaiseen säilytykseen
• Kätevä reikä puutarhaletkulle
• Omnioutil tarkoittaa japaniksi asiaa joka on hyödyllinen kaikkeen
• Omnioutil ämpäreitä on valmistettu vuodesta 1994 lähtien",""
"Omnioutil äMpäRi 8 Litraa","Japanilaisen Miyoko suunnittelijan palkittu monikäyttöinen designtuote. 

Kaunis tuote kotiin, mökille, veneeseen, puutarhaan tai lahjaksi. Vaikka tuote on itsessään jo hieno lahja voidaan sitä käyttää myös lahjapakkauksena. 

• Kansainvälisesti palkittu tuote: ""Long Life Design Award"" (vuonna 2010) ja ""Good Design"" (ensimmäisenä vuotenaan 1994)
• Koko 8 litraa
• Materiaali hyväksytty elintarvikkeiden säilytykseen
• Myrkytön, ei ftalaatteja
• Kestää -20 °C
• Voi pestä + 120 °C
• Toimii myös jakkarana, kestää 150 kg painon
• Kaikenlaiseen säilytykseen
• Kätevä reikä puutarhaletkulle
• Omnioutil tarkoittaa japaniksi asiaa joka on hyödyllinen kaikkeen
• Omnioutil ämpäreitä on valmistettu vuodesta 1994 lähtien",""
"Kaksipuolinen Leikkuulauta Kala/Kasvis Ja KeittiöPyyhkeet","Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella kansalliskalamme ahven ja toisella puolella tuttuja kotimaisia kasviksia. 

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
•Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki
• Valmistusmaa Intia
• Painettu Suomessa",""
"Kaksipuolinen Leikkuulauta Juusto/Leipä Ja KeittiöPyyhkeet","Käsityönä Suomessa valmistetussa kauniin mattapintaisessa leikkuulaudassa on kaksipuolinen kuvitus: toisella puolella herkullisia juustoja ja toisella puolella eri viljatuotteita. 

• Suomalaista koivuviilua
• Koko: 20 x 30 cm
• Suositellaan käsinpesua
•Valmistettu Suomessa

Keittiöpyyhe
• 100 % GOTS-sertifioitua orgaanista puuvillaa
• Paino: 170 g/m²
• Koko: 50 x 70 cm
• Ripustuslenkki
• Valmistusmaa Intia
• Painettu Suomessa",""
"Marlon Lyhty","Korkealaatuinen suupuhallettu lasilyhty tyylikkäällä nahkaisella kahvalla. Monikäyttöinen lyhty sisätiloihin, puutarhaan tai terassille. 

S-koko
Pituus 15,2cm, Leveys 15,2cm, Korkeus 12,7cm

L-koko
Pituus 17,8cm, Leveys 17,8cm, Korkeus 15,2cm

Toimitetaan siistissä pahvirasiassa.",""
"Windsor Pitkä KenkäLusikka","Windsor kenkälusikka on korvaamaton lisävaruste mihin tahansa eteiseen. Kestävästä korkealaatuisesta pähkinäpuusta ja ruostumattomasta teräksestä valmistettu kenkälusikka hurmaa laadullaan ja pituutensa ansiosta myös käytännöllisyydellään. Kenkälusikan saa ripustettua nahkalenkistä vaikkapa naulakkoon.  Toimitetaan siistissä mattamustassa pahvirasiassa. 

• Pähkinäpuu, ruostumaton teräs, nahka
• Pituus 59cm
• Paino 2577g",""
"Garry Pihviveitset 4 Kpl","Ajaton muotoilu yhdistettynä eleganttiin ulkonäköön! Neljä tyylikkäästi kaarevaa erittäin terävää veistä inspiroivat erilaisilla ruskean ja mustanruskean eebenpuun, punaruskean ruusupuun ja vaalean oliivipuun kahvoilla. Pihviveitsisarja toimitetaan korkealaatuisessa mustassa lahjarasiassa ja on täydellinen lahja lihan ystäville.

• Ruostumaton teräs
• Musta ja ruskea eebenpuu, ruusupuu, oliivipuu
• Veitsen pituus 23 cm",""
"Signora Pizzaleikkuri","Astetta hienompi pizzaleikkuri akaasiapuisella varrella ja terävällä leikkurilla ruostumattomasta teräksestä. Toimitetaan tyylikkäässä mustassa lahjarasiassa. Pizzanystävän unelmalahja. 

• Ruostumaton teräs ja akaasiapuu
• Korkeus 15 cm, terän halkaisija 10 cm
• Suunnittelija: Joerg Langkop",""
"Regenerate Essu","Erittäin pehmeä denim/puuvillaessu, jossa kaksi sivutaskua ja solmittava niskanauha.

Materiaalit:
• Black Denim: 53 % kierrätettyä puuvillaa, 41 % kierrätettyä polyesteria, 6 % kierrätettyä viskoosia
• Grey Denim: 55 % kierrätettyä puuvillaa, 36 % kierrätettyä polyesteria, 9 % kierrätettyä viskoosia
• Natural Denim: 44 % kierrätettyä puuvillaa, 37 % kierrätettyä polyesteria, 19 % kierrätettyä viskoosia
• Indigo Denim: 58 % kierrätettyä puuvillaa, 36 % kierrätettyä polyesterä, 6 % kierrätettyä viskoosia
• 275 g/m²
• Etutaskuissa kontrastireunus
• Solmittava niskanauha
• Kontrastin väriset tikkaukset
• Valmistusmaa Intia
• Tullikoodi: 6211421000",""
"Espresso Essu","Tälle essulle ilmettä antavat keinonahkaiset tehosteet ja niskanauha, jonka pituutta voi säätää nepparein. Essussa on 2-osainen etutasku, johon mahtuu vaikkapa maksupääte.

• 65 % polyesteriä, 35 % puuvillaa
• Paino: 195 g/m²
• Leveys 72 cm, pituus 86 cm
• Keinonahkatehosteet ja niskanauha
• Metalliset reiät niskanauhan somisteena
• Niskanauhassa nepparisäätö
• Kaksi etutaskua
• Valmistusmaa Bangladesh
• Tullikoodi 6211431000",""
"Lyhyt Denim Essu","Denim-kankainen puoliessu, jossa farkkutikkaukset ja hauskat farkkutyyliset taskut.

• 70 % puuvillatwilliä, 30 % polyesteriä
• Paino: 275 g/m²
• Pituus 39,5 cm, leveys 79 cm
• Kontrastiväriset farkkutikkaukset
• Metalliniitit
• Neljä taskua
• 106 cm solmimisnauhat
• Laitospesu 85°C
• Kotipesu 60°C
• Pestävä samansävyisten tuotteiden kanssa
• Valmistusmaa Bangladesh
• Tullikoodi 6211421000",""
"Denim Essu","Denim-kankainen essu, jossa farkkutyyliset taskut, farkkutikkaukset ja metalliniitit.

• 70 % puuvillatwilliä, 30 % polyesteriä
• Paino: 275 g/m²
• Pituus 86 cm, leveys 72 cm
• Säädettävä niskanauha
• Vyötäröllä solmimisnauhat
• Kontrastiväriset farkkutikkaukset
• Metalliniitit
• Neljä taskua
• Laitospesu 85°C
• Kotipesu 60°C
• Pestävä samansävyisten tuotteiden kanssa
• Valmistusmaa Bangladesh
• Tullikoodi 6211421000",""
"Cross Back Barista Essu","Tämän essun juju on sen nauhoissa, jotka kulkevat takana ristiin ja kiinnittyvät edessä kuten farkkuhaalarin olkaimet. Essuun voi halutessaan myös vaihtaa nauhat. Essussa on edessä iso tasku sekä erillinen kynätasku.

• Puuvillakankaiset: 100 % puuvillacanvasta - 320 g/m²
• Farkkukankaiset: 70 % puuvillaa, 30 % polyesteriä - 275 g/m²
• Leveys 72 cm, pituus 86 cm
• Mukana irrotettavat/vaihdettavat kankaanväriset nauhat
• Nauhat solmitaan takaa ristiin
• Edessä iso tasku, jossa erillinen kynätasku
• Metalliset reiät nauhoille
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211421000",""
"Calibre Puuvillaessu","Metallirengas ja solmulla kiinnitettävä niskanauha antavat ilmettä essulle, joka on valmistettu jämäkästä puuvillacanvaksesta.

• 100 % paksua puuvillacanvasta
• Paino: 320 g/m²
• Pituus 86 cm, leveys 72 cm
• Metallirengas niskanauhan solmimista varten
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211421000",""
"Chino Essu","Chino-tyylinen essu, jossa kolme niittisomisteista taskua ja säädettävä niskanauha.

• 100 % puuvillatwilliä
• Paino: 235 g/m²
• Leveys 72 cm, pituus 86 cm
• Niittisomisteiset Chino-tyyliset taskut sivuilla ja edessä
• Säädettävä niskanauha
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211421000",""
"District Vahapintainen Essu","Rento farkkuessu on vettähylkivä vahapinnoitteensa ansiosta. Essussa on kontrastiväriset solmimisnauhat sekä niskanauha, joka kiinnittyy farkkuhaalareista tutuin soljin.

• 100 % akryylipäällystettyä puuvilladenimiä
• Paino: 350 g/m²
• Pituus 86 cm, leveys 72 cm
• Vahapinnan ansioista materiaali on vettähylkivää
• Isossa farkkutyylisessä taskussa tehosteompeleet ja niitit
• Pikkutasku ja lenkki pyyhkeelle
• Kontrastiväriset sitomisnauhat ja niskanauha
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211421000",""
"Division Essu","Tyylikäs farkkuessu, joka vahapinnoitteensa ansiosta on vettähylkivä. Essun kruunaavat keinonahkaiset nauhat, jotka antavat ilmettä.

• 100 % akryylipinnoitettua puuvilladenimiä
• Paino: 350 g/m²
• Leveys 72 cm, pituus 86 cm
• Vahapinnoite tekee essusta vettähylkivän
• Keinonahkaiset solmimisnauhat ja säädettävä niskanauha
• Kontrastiväriset ompeleet
• Rintatasku ja lenkki esim. pihdeille
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211421000",""
"Metro VyöTäRöTasku","Näppärässä vyötärötaskussa kulkee mukana kaikki tärkeät tavarat. 

• 100 % paksua puuvillacanvasta - 320 g/m²
• Denim: 70 % puuvillaa, 30 % polyesteritwilliä - 265 g/m²
• Pituus 31 cm, leveys 32 cm
• Tablettitasku ja vetoketjullinen tasku
• Kankaanvärinen sulkurenkaalla kiinnitettävä vyötärönauha
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211421000",""
"Puolipitkä Taskullinen Essu","Puolipitkä essu tilavalla taskulla, sopii hyvin esimerkiksi kahviloihin.

• 65 % kierrätettyä polysteriä, 35 % puuvillaa
• Denim värit: 70 % puuvillaa, 30 % kierrätettyä polyesteriä
• 275 g/m²
• Leveys 70 cm, pituus 50 cm
• 90 cm pituiset nauhat mahdollistavat solmimisen myös eteen
• Taskun koko: 26 cm x 21 cm
• Valmistusmaa Bangladesh
• Tullikoodi: 6211431000. Denim värit: 6211421000",""
"Annex Oxford Essu","Oxford-puuvillaessu, jossa keinonahkaiset niska- ja pyyhelenkit.

• 100 % Oxford-kudottua puuvillaa
• Paino: 220 g/m²
• Pituus 86 cm, leveys 72 cm
• Keinonahkaiset niska- ja pyyhelenkit, sekä sivutampit
• Edessä tasku
• Sulkurenkaalla säädettävä niskanauha
• D-lenkillä kiinnitettävä vyötärönauha
• Kotipesu 60°C
• Valmistusmaa Bangladesh
• Tullikoodi 6211421000",""
"Perusessu","Taskuton perusessu, jossa säädettävä niskanauha.

• 65% polyesteriä, 35% puuvillatwilliä - 195 g/m²
• Black Denim: 70% puuvillaa, 30% polyesteriä - 265 g/m²
• Leveys 72 cm, pituus 86 cm
• XL-koko: Leveys: 102cm, pituus 94 cm (vain musta)
• 90 cm pituiset solmimisnauhat
• Säädettävä niskanauha
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Bangladesh/Kiina
• Tullikoodi 6211431000 (Denim 6211421000)",""
"Puolipitkä Essu","Taskuton, puolipitkä perusessu, joka sopii hyvin esimerkiksi kahvilatyöhön.

• 65 % polyesteriä, 35 % puuvillatwilliä
• Paino 195 g/m²
• Pituus 50 cm, leveys 70 cm
• 90 cm pituiset solmimisnauhat
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Bangladesh/Kiina/Egypti
• Tullikoodi 6211431000",""
"Essu Taskulla","Tässä suosikkiessussa voit valmistaa pasta bolognesen kotona tai viiden ruokalajin menun ravintolassa: toimii tilanteessa kuin tilanteessa! Essussa on iso etutasku, jossa erillinen kynätasku, ja runsaasti värivaihtoehtoja, joista valita.

• 65 % polyesteriä, 35 % puuvillatwilliä
• Paino: 195 g/m²
• Pituus 86 cm, leveys 72 cm
• Kankaanväriset 90 cm pituiset solmimisnauhat sekä säädettävä niskanauha, pituus 70 cm
• Etutasku, jossa erillinen kynätasku
• Laitospesu 85°C
• Kotipesu 60°C
• Voidaan käyttää myös tarjoilijan puoliessuna
• Valmistusmaa Bangladesh/Kiina/Egypti
• Tullikoodi 6211431000",""
"Lyhyt Kolmitaskuinen Essu","Tässä suosikkiessussa on kolme tilavaa taskua. Suosittu malli baareissa ja kahviloissa.

• 65 % polyesteriä, 35 % puuvillatwilliä
• Paino: 195 g/m²
• Kolme avotaskua edessä
• Leveys 60 cm, pituus 33 cm
• 90 cm pituiset solmimisnauhat,
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Bangladesh/Kiina/Egypti
• Tullikoodi 6211431000",""
"Pitkä Baariessu Taskulla","Pitkä puoliessu, jossa iso tasku ja erillinen kynätasku.

• 65 % polyesteriä, 35 % puuvillaa
• Paino: 195 g/m²
• Pituus 80 cm, leveys 90 cm
• Isossa etutaskussa erillinen kynätasku
• 90 cm pituiset solmimisnauhat
• Laitospesu 85°C
• Kotipesu 60°C
• Valmistusmaa Bangladesh/Kiina/Egypti
• Tullikoodi 6211431000",""
"Tulip Kietaisutunika","Pään yli puettava essu, joka kiinnitetään nauhoilla.

• 100 % polyesteriä
• Paino: 185 g/m²
• Pituus: 83 cm
• V-pääntie
• Pään yli puettava malli
• Sidotaan nauhoilla takakappaleelta eteen ja etukappaleelta taakse
• Edessä tasku
• Pesu 40°C
• Valmistusmaa Kiina
• Tullikoodi 6211431000

Koot: S/M ja L/XL",""
"Artisan Essu","Paksusta puuvillasta ja kierrätetystä polyesterista valmistettu pyöreäreunainen essu.

• 60 % puuvillaa, 40 % kierrätettyä polyesteriä
• Paino: 310 g/m²
• Paksua kangasta
• Pyöristetyt reunat
• Metalliset aukot
• Solmittava niskanauha
• Edessä tasku,14,5 cm x 17 cm
• Voidaan käyttää myös puoliessuna
• Valmistusmaa Bangladesh
• Tullikoodi 6211431000",""
"Cross-Back Essu","• 60 % puuvillaa, 40 % kierrätettyä polyesteriä
• Paino: 310 g/m²
• Pituus 86 cm, leveys 72 cm
• Sidotaan ristiin selkäpuolelta, 90 cm pituiset solmimisnauhat
• Tekonahkaiset yksityiskohdat, karabiiniset metalliosat
• Kolme isoa taskua
• Kankainen lenkki pyyhkeelle
• Pesu 60 °C
• Valmistusmaa Bangladesh
• Tullikoodi 6211431000",""
"PitkäHihainen Popliinikauluspaita","• 65 % polyesteriä, 35 % puuvillaa
• Paino: 105 g/m²
• Kovitettu kaulus
• Rintatasku
• Helppohoitoinen materiaali vaatii vain kevyen silityksen
• Voidaan käyttää myös kalvosinnappien kanssa
• Valmistusmaa Bangladesh
• Tullikoodi 6205300000

Koot: S - 6XL","<table>
<tr>
<td>Koko</td>
<td>Kauluksen koko cm</td>
<td>Kauluksen koko tuumina</td>
<td>Paidan leveys cm</td>
<td>Paidan selkäpituus cm</td>
</tr>
<tr>
<td>S</td>
<td>37</td>
<td>14,5</td>
<td>54,5</td>
<td>77</td>
</tr>
<tr>
<td>M</td>
<td>39,5</td>
<td>15,5</td>
<td>59,5</td>
<td>78</td>
</tr>
<tr>
<td>L</td>
<td>42</td>
<td>16,5</td>
<td>64,5</td>
<td>79</td>
</tr>
<tr>
<td>XL</td>
<td>44,5</td>
<td>17,5</td>
<td>69,5</td>
<td>79</td>
</tr>
<tr>
<td>XXL</td>
<td>47</td>
<td>18,5</td>
<td>74,5</td>
<td>80</td>
</tr>
<tr>
<td>3XL</td>
<td>50</td>
<td>20</td>
<td>79,5</td>
<td>81</td>
</tr>
<tr>
<td>4XL</td>
<td>52</td>
<td>21</td>
<td>84,5</td>
<td>82</td>
</tr>
<tr>
<td>5XL</td>
<td>54</td>
<td>22</td>
<td>89,5</td>
<td>82</td>
</tr>
<tr>
<td>6XL</td>
<td>56</td>
<td>23</td>
<td>94,5</td>
<td>83</td>
</tr>
<tr>
<td>Tol+/-</td>
<td></td>
<td></td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p></p>"
"Denim Kauluspaita","• 100 % puuvilladenimiä
• Paino: 155 g/m²
• Messinginväriset napit
• Kontrastitikkaukset
• Rintatasku
• Pyöristetty helma
• Muoto-ompeleet
• Pestävä samansävyisten tuotteiden kanssa
• Vältettävä kosketusta vaaleiden tekstiilien kanssa
• Valmistusmaa Bangladesh
• Tullikoodi 6205200090

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Kauluksen koko cm</td>
<td>Paidan leveys cm</td>
<td>Paidan selkäpituus cm</td>
</tr>
<tr>
<td>XS</td>
<td>36</td>
<td>47</td>
<td>79</td>
</tr>
<tr>
<td>S</td>
<td>39,5</td>
<td>52</td>
<td>79</td>
</tr>
<tr>
<td>M</td>
<td>40</td>
<td>57</td>
<td>80</td>
</tr>
<tr>
<td>L</td>
<td>42</td>
<td>62</td>
<td>80</td>
</tr>
<tr>
<td>XL</td>
<td>44,5</td>
<td>67</td>
<td>81</td>
</tr>
<tr>
<td>XXL</td>
<td>46</td>
<td>72</td>
<td>81</td>
</tr>
<tr>
<td>3XL</td>
<td>48</td>
<td>77</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td></td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p></p>"
"Naisten PitkäHihainen Popliinikauluspaita","• 65 % polyesteriä, 35 % puuvillaa
• Paino: 105 g/m² 
• Pehmeä kaulus
• Pyöristetty helma
• Muotoiltu malli, rinta- ja selkälaskokset
• Helppohoitoinen materiaali vaatii vain kevyen silityksen
• Kankaanväriset napit
• Valmistusmaa Bangladesh
• Tullikoodi 6206400000

Koot: XS - 6XL","<table>
<tr>
<td>Koko</td>
<td>UK-koko</td>
<td>Kauluksen koko cm</td>
<td>Paidan leveys cm</td>
<td>Paidan selkäpituus cm</td>
</tr>
<tr>
<td>XS</td>
<td>8</td>
<td>40</td>
<td>47</td>
<td>63</td>
</tr>
<tr>
<td>S</td>
<td>10</td>
<td>41</td>
<td>49,5</td>
<td>64</td>
</tr>
<tr>
<td>M</td>
<td>12</td>
<td>42,5</td>
<td>52</td>
<td>65</td>
</tr>
<tr>
<td>L</td>
<td>14</td>
<td>44</td>
<td>54,5</td>
<td>66</td>
</tr>
<tr>
<td>XL</td>
<td>16</td>
<td>45,5</td>
<td>57,5</td>
<td>67</td>
</tr>
<tr>
<td>XXL</td>
<td>18</td>
<td>47</td>
<td>59,5</td>
<td>68</td>
</tr>
<tr>
<td>3XL</td>
<td>20</td>
<td>48,5</td>
<td>62</td>
<td>69</td>
</tr>
<tr>
<td>4XL</td>
<td>22</td>
<td>50</td>
<td>64,5</td>
<td>71</td>
</tr>
<tr>
<td>5XL</td>
<td>24</td>
<td>51,5</td>
<td>67</td>
<td>73</td>
</tr>
<tr>
<td>6XL</td>
<td>26</td>
<td>53</td>
<td>69,5</td>
<td>75</td>
</tr>
<tr>
<td>Tol+/-</td>
<td></td>
<td></td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p></p>"
